Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1616764095.034126,75313,1616764094,366603392,fcu,-0.03029451989439734,0.019176795361100847,-0.9903742469401458,-0.13369122477479817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0013024499639868736,0.003293804824352265,0.005112646613270044,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.8433719,-0.4020726499999988,9.8458766,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0341778,75314,1616764094,406603392,fcu,-0.030213129203671682,0.019138931215707634,-0.9903945039212467,-0.13356494576882916,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0001821187324821949,0.005276808515191079,0.005798553582280873,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.6080123,-0.1667130499999988,9.79684335,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.035118,75315,1616764094,446603392,fcu,-0.03027536430866819,0.01912854543804695,-0.9903987912152348,-0.133520543081593,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003153560683131218,0.0031344797462224965,0.004507063422352076,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.51975245,-0.2647795499999988,9.9047165,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0352495,75316,1616764094,486602624,fcu,-0.030101874325120348,0.019026206484200052,-0.99041806207478,-0.13343141663406116,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0011080880649387836,0.005449460819363594,0.003397841937839984,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.46091255,-0.2549728999999988,9.9635564,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0354583,75317,1616764094,526602624,fcu,-0.03007272944260664,0.019043472116155254,-0.9904301820546206,-0.13334553456672021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0007695734966546297,0.004744956269860268,0.0033844551071524616,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.81395195,-0.0980664999999988,9.77723005,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.03564,75318,1616764094,566604416,fcu,-0.029897079716977568,0.019142124134141097,-0.9904603659886844,-0.13314656253013496,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0018682274967432022,0.007823210209608078,0.005520280916243791,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.7256921000000001,-0.17651969999999878,9.8262633,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0357199,75319,1616764094,606604416,fcu,-0.02981812236713097,0.019216561120469836,-0.9904866595383666,-0.13295781524126427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.005228550173342228,0.006295198574662209,0.00845260638743639,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.2745862,-0.31381279999999884,9.80665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.035961,75320,1616764094,647604416,fcu,-0.02987322453201096,0.019164243232063515,-0.9905115974331011,-0.13276708021165728,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.004251610487699509,0.005048537626862527,0.009012381546199322,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.22555295,-0.33342609999999884,9.93413645,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0361388,75321,1616764094,687605184,fcu,-0.02968818032746839,0.01920350664192984,-0.9905309940045253,-0.1326581591833093,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0023475480265915394,0.005178272724151612,0.008236770518124104,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.61781895,-0.2255529499999988,9.7870367,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0362778,75322,1616764094,727605184,fcu,-0.029807736960649887,0.019239697112873023,-0.9905497906698566,-0.13248564101891536,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0026251100935041904,0.0032861623913049707,0.006986371241509914,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.89240515,-0.4216859499999988,9.87529655,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0365849,75323,1616764094,766605184,fcu,-0.029761794818749195,0.019138106966863886,-0.9905728516650897,-0.13233818033728478,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00018217973411083221,0.0026728026568889627,0.007054692134261131,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.0198916,-0.37265269999999884,9.89490985,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0365944,75324,1616764094,806605184,fcu,-0.02974344116948,0.01910115901083593,-0.9905835199034466,-0.13226777206688894,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.001534086186438799,0.00337742641568184,0.006155326496809721,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.7256921000000001,-0.21574629999999878,9.8458766,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0370607,75325,1616764094,846605184,fcu,-0.029750080848814364,0.018998479002576785,-0.990597981606202,-0.13217272533619107,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.002381423255428672,0.004098478704690934,0.004298479296267032,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.55897905,-0.3138127999999988,9.8851032,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.037503,75326,1616764094,887607232,fcu,-0.02977397770566303,0.018927766302679398,-0.9906204432749202,-0.13200904241821687,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0031140847131609917,0.0033713560551404957,0.0050154635682702065,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.8629852,-0.0588398999999988,9.83606995,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0389707,75327,1616764094,926607232,fcu,-0.02975242587347867,0.018945883554447356,-0.9906326426905616,-0.1319197251623081,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0014176212716847658,0.00418505258858204,0.005066860001534223,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.0395049,0.0490332500000012,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0425217,75328,1616764094,966608256,fcu,-0.029749974015015397,0.019102101475273196,-0.9906555100703276,-0.1317258863421808,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0032075392082333565,0.002093520015478135,0.006244795396924019,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.83356525,-0.19613299999999878,9.8262633,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0446045,75329,1616764095,6608256,fcu,-0.029640218650634542,0.019212237595789387,-0.990687193001254,-0.13149613297812773,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.007238403428345919,0.004647228866815568,0.00931362435221672,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.55897905,-0.18632634999999878,9.9243298,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.0753064,75330,1616764095,46608256,fcu,-0.02958385650555764,0.019397432475323377,-0.9907112658738512,-0.13130012459344825,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.009074779227375984,0.004486957564949991,0.01103449147194624,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.6668522,-0.1078731499999988,9.79684335,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.101567,75331,1616764095,87611072,fcu,-0.029477334015964113,0.019614653876787156,-0.9907359106547036,-0.1311057110571467,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.011623735539615154,0.00581047683954239,0.010170156136155128,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.7256921000000001,-0.3040061499999988,9.8654899,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.1366549,75332,1616764095,126611072,fcu,-0.029484648365070355,0.01975126988456306,-0.990755795215493,-0.1309331779788892,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.011160713620483875,0.004090560600161553,0.009003965184092522,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.02969825,-0.2647795499999988,9.6889702,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.1774826,75333,1616764095,166612352,fcu,-0.029431741490579928,0.019924267154903173,-0.9907778263746034,-0.13075203606670172,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.010620820336043835,0.004128064960241319,0.008932075463235378,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.5687857000000001,-0.3824593499999988,9.9243298,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.2158132,75334,1616764095,206612352,fcu,-0.029365855700564793,0.019913227996213645,-0.9907986084417717,-0.13061097725533388,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0079887043684721,0.0035682134330272683,0.008549019694328308,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.4118793,-0.5785923499999989,9.8851032,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.2558918,75335,1616764095,246612352,fcu,-0.029453877184678887,0.019922576581088217,-0.9908064742127778,-0.13053003761282145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.004054701887071133,0.0030939280986785897,0.005928637459874153,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.34323275,-0.43149259999999884,9.89490985,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.3054187,75336,1616764095,287613376,fcu,-0.029505685574599448,0.019791511692180578,-0.9908219404232644,-0.1304208302365396,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0001455415040254593,0.0003313999623060232,0.0045736078172922134,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.48052585000000003,-0.5785923499999989,9.85568325,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.335375,75337,1616764095,326613376,fcu,-0.029700486150848554,0.01950978888975512,-0.9908623056240905,-0.13011203077806327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00617786031216383,-0.002055734395980834,0.007839465513825417,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.55897905,-0.39226599999999884,9.9243298,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.3762052,75338,1616764095,366615424,fcu,-0.029726343268576493,0.019218121961652,-0.9908980880772137,-0.12987681605686496,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.011231310665607452,-0.0016700066626071917,0.011301972903311253,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.85317855,-0.19613299999999878,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.4210415,75339,1616764095,406615424,fcu,-0.029804508682575847,0.01894229103251346,-0.9909288477590921,-0.12966456551991468,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.012187614105641842,-0.0008367598056793199,0.01136830635368824,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.81395195,-0.4412992499999988,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.4577246,75340,1616764095,447615424,fcu,-0.029837692590038788,0.018521312944613243,-0.9909725646545046,-0.12938334193312423,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.014518719166517258,0.0015888977795839325,0.011953670531511307,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.7256921000000001,-0.3824593499999988,9.79684335,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.500635,75341,1616764095,487619264,fcu,-0.02987115275904806,0.018149171290143342,-0.9910089247946663,-0.12914965269657536,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.017402440309524536,0.00303943268954754,0.012294561602175236,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.8433719,-0.0392265999999988,9.80665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.5362272,75342,1616764095,527619264,fcu,-0.02990162842823245,0.0177551758716906,-0.9910562144413313,-0.1288341032658788,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.018623439595103264,0.002942461520433427,0.012343098409473896,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.7649187,-0.0490332499999988,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.5775044,75343,1616764095,566622592,fcu,-0.029937680158028685,0.017481635077594326,-0.9911298775997129,-0.12829533690258327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.015614955686032772,0.002514787018299105,0.017729440703988075,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.8237586,-0.009806649999998796,9.8262633,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.6241045,75344,1616764095,606622592,fcu,-0.029864318704381478,0.0173451515969109,-0.9911890371076946,-0.12787322198929973,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.010062562301754951,0.0025682970881462123,0.02127448469400406,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.20621795,0.009806650000001214,9.9243298,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.66019,75345,1616764095,647622592,fcu,-0.029796478353343543,0.01738665587648484,-0.9912556737125046,-0.12736586437479885,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.003279978409409523,0.0048021953552961376,0.02388930693268776,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.176798,-0.009806649999998801,9.7870367,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.6956527,75346,1616764095,687622336,fcu,-0.0297130091450073,0.017475296799466276,-0.9913214502241368,-0.12686029092995765,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.003995251841843128,0.005007674917578701,0.02508283033967018,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.7453054,-0.0882598499999988,9.85568325,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.7380588,75347,1616764095,726622336,fcu,-0.029594556588949786,0.01752727487592475,-0.9913758184223742,-0.12645530239216862,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.006952471565455198,0.005055919289588931,0.024031031876802444,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.57859235,-0.08825984999999878,9.89490985,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.7759194,75348,1616764095,766623616,fcu,-0.02958108326994731,0.017646676944263754,-0.9914327200447641,-0.12599490438125477,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.008162865415215492,0.004703791812062266,0.02226441726088524,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.6864655,-0.19613299999999878,9.93413645,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.8202963,75349,1616764095,806623616,fcu,-0.02941064020378509,0.01773649268470211,-0.9915259815568661,-0.12528630798192653,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.008302846923470497,0.004335463047027591,0.026227790862321854,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.95124505,-0.3040061499999988,9.73800345,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616764095.856343,75350,1616764095,847623616,fcu,-0.02919390143729963,0.017900618406780408,-0.9916267723720273,-0.12451356670884983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.009368320927023888,0.007780453190207486,0.03422187641263008,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.04931155,-0.03922659999999881,9.73800345,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
